FlorentineDrawings_Identifier,City,City_URI,Country,Country_URI,Collection_main,Collection_URI_main,Collection_sub,Collection_URI_sub,Inventory_number,Object_repository_URI_corrected,Former_collection,Former_collection_URI,Former_collection_city,Former_collection_city_URI,Former_collection_country,Former_collection_country_URI,Former_collection_Inventory_Number,BB_1961_number_letter,BB_1961_number_letter_NoSpace,BB_1961_figure number_recto,BB_1961_figure number_verso,BB_1961_plate number,BB_1961_Artist_NoQualifier,Artist_URI_1961,BB_1961_Qualifier,BB_1961_title_recto,BB_1961_title_verso,BB_1961_title_correction,BB_1961_technique_recto_1,BB_1961_technique_recto_1_URI,BB_1961_technique_recto_2,BB_1961_technique_recto_2_URI,BB_1961_technique_recto_3,BB_1961_technique_recto_3_URI,BB_1961_technique_recto_4,BB_1961_technique_recto_4_URI,BB_1961_technique_recto_5,BB_1961_technique_recto_5_URI,BB_1961_technique_verso_1,BB_1961_technique_verso_1_URI,BB_1961_technique_verso_2,BB_1961_technique_verso_2_URI,BB_1961_technique_verso_3,BB_1961_technique_verso_3_URI,BB_1961_technique_verso_4,BB_1961_technique_verso_4_URI,BB_1961_text_recto,BB_1961_text_verso,BB_1938_number_letter,BB_1938_number_letter_NoSpace,BB_1938_Artist_NoQualifier,Artist_URI_1938,BB_1938_Qualifier,BB_1938_title_recto,BB_1938_title_verso,BB_1938_text_recto,BB_1938_text_verso,BB_1903_number_letter,BB_1903_number_letter_NoSpace,BB_1903_Artist_NoQualifier,Artist_URI_1903,BB_1903_Qualifier,BB_1903_title_recto,BB_1903_title_verso,BB_1903_text_recto,BB_1903_text_verso,Cataloguer's Comments,Cataloguer's Question
0002307-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,993,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2307,2307,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2307,2307,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2307,2307,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002308-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,994,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2308,2308,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2308,2308,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2308,2308,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002309-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,995,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2309,2309,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2309,2309,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2309,2309,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002310-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,996,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2310,2310,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2310,2310,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2310,2310,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002311-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,997,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2311,2311,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2311,2311,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2311,2311,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002312-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,998,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2312,2312,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2312,2312,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2312,2312,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002313-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,999,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2313,2313,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2313,2313,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2313,2313,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002314-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,1000,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2314,2314,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2314,2314,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2314,2314,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002315-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,1001,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2315,2315,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2315,2315,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2315,2315,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002316-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,1002,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2316,2316,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2316,2316,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2316,2316,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002317-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,1003,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2317,2317,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2317,2317,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2317,2317,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002318-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,1004,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2318,2318,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2318,2318,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2318,2318,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002319-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,1005,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2319,2319,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2319,2319,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2319,2319,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002320-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,1006,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2320,2320,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2320,2320,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2320,2320,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002321-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,1007,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2321,2321,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2321,2321,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2321,2321,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002322-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,1008,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2322,2322,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2322,2322,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2322,2322,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002323-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,1009,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2323,2323,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2323,2323,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2323,2323,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002324-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,1010,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2324,2324,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2324,2324,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2324,2324,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
0002325-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,1011,,Filippo Baldinucci,http://viaf.org/viaf/95751085,,,,,,2325,2325,,,,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Sono pagine dallo stesso libro di appunti dei precedenti, e contengono vari studi, alcuni a penna, altri a punta di pennello e acquerello di bistro, di motivi architettonici e decorativi",,,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,2325,2325,Pontormo,http://vocab.getty.edu/ulan/500008780,,"Are leaves out of the same sketch-book as the last few, and contain various studies, some in pen and ink, others in bistre and wash, of architectural and decorative motives",,,,2325,2325,Pontormo,http://vocab.getty.edu/ulan/500008780,,,,,,Formerly in Baldinucci collection.,See Inventory number and Editions' number.
