FlorentineDrawings_IdentifierBB1961,City,City_URI,Country,Country_URI,Collection_main,Collection_URI_main,Collection_sub,Collection_URI_sub,Inventory_number,Object_repository_URI_corrected,Former_collection,Former_collection_URI,Former_collection_city,Former_collection_city_URI,Former_collection_country,Former_collection_country_URI,Former_collection_Inventory_Number,BB_1961_number_letter,BB_1961_number_letter_NoSpace,BB_1961_figure number_recto,BB_1961_figure number_verso,BB_1961_plate number,BB_1961_Artist_NoQualifier,Artist_URI_1961,BB_1961_Qualifier,BB_1961_title_recto,BB_1961_title_verso,BB_1961_title_correction,BB_1961_technique_recto_1,BB_1961_technique_recto_1_URI,BB_1961_technique_recto_2,BB_1961_technique_recto_2_URI,BB_1961_technique_recto_3,BB_1961_technique_recto_3_URI,BB_1961_technique_recto_4,BB_1961_technique_recto_4_URI,BB_1961_technique_recto_5,BB_1961_technique_recto_5_URI,BB_1961_technique_verso_1,BB_1961_technique_verso_1_URI,BB_1961_technique_verso_2,BB_1961_technique_verso_2_URI,BB_1961_technique_verso_3,BB_1961_technique_verso_3_URI,BB_1961_technique_verso_4,BB_1961_technique_verso_4_URI,BB_1961_text_recto,BB_1961_text_verso,BB_1938_number_letter,BB_1938_number_letter_NoSpace,BB_1938_Artist_NoQualifier,Artist_URI_1938,BB_1938_Qualifier,BB_1938_title_recto,BB_1938_title_verso,BB_1938_text_recto,BB_1938_text_verso,BB_1903_number_letter,BB_1903_number_letter_NoSpace,BB_1903_Artist_NoQualifier,Artist_URI_1903,BB_1903_Qualifier,BB_1903_title_recto,BB_1903_title_verso,BB_1903_text_recto,BB_1903_text_verso,Cataloguer's Comments,Cataloguer's Question
001129E-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12569,,,,,,,,,1129 E,1129E,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Studi per fanciulli nudi in diversi atteggiamenti, uno solo con la testa visibile, alcuni come se fossero giacenti nel grembo della madre o appesi al suo seno, altri come se camminassero, inoltre gambine e braccia e singole mani ",,,metalpoint,http://vocab.getty.edu/aat/300404633,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,"Questo foglio ed il precedente, risalgono alla fine degli anni fiorentini e contengono, fra l'altro, studi per una Madonna che fu dipinta nella sua bottega vari anni dopo, durante il secondo periodo milanese del maestro (1506-13), ed è ora nota come la «Madonna Litta» dell'Hermitage. Non conoscendo l'originale non posso nemmeno speculare su quanto in quest'opera sia di mano di Leonardo. Per una semplice copia, non importa quando compiuta, sembra troppo buona.",,1129 E,1129E,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Studies for naked children in various attitudes, only one with head visible, some as if at the breast or lying in a lap, others as if walking, and separate legs and arms and hands.",,"This and the last sheet dating from the end of the Florentine years contain, among others, studies for a Madonna which years later, in fact during the master's second Milanese period, was painted in his studio and is now known as the Madonna Litta of the Hermitage. Having no acquaintance with the orignal I cannot even speculate as to how much of this work is from Leonardo's own hand. For a mere copy, no matter how accomplished, it seems too good.",,,,,,,,,,,,
0001130-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12574,,,,,,,,,1130,1130,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Giovane azzimato che cavalca, la lancia in mano",,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,,,1130,1130,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Youth, lance in hand, riding.",,,,1130,1130,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"A Youth, lance in hand, riding.",,,,,
001130A-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12578,,,,,,,,,1130 A,1130A,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Vecchio barbuto che si piega in avanti verso un'altra figura appena accennata,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,,,1130 A,1130A,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Bearded old man bending forward, towards another barely indicated figure.",,,,,,,,,,,,,,
0001131-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12579,,,,,,,,,1131,1131,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Vecchio meditabondo seduto in profilo a destra su una roccia, presso un alberello; in basso dieci linee di scrittura; a destra, quattro studi di vortici d'acqua che sembrano avvolgimenti di capelli",Disegni architettonici.,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,Primo periodo milanese (1482-99).,,1131,1131,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Old man wrapped in gown, seated meditating, in profile to right. Also studies for swirls more likely of water than of hair.",Studies of architecture in red chalk.,First Milanese period.,,1131,1131,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"An Old Man wrapped in a gown, seated meditating, in profile to right. Also locks of hair.",,,,,
0001132-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12573,,,,,,,,,1132,1132,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Prigioniero in catene implorante,,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,,,1132,1132,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Prisoner in chains begging.,,Same date as my 1125.,,1132,1132,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,A Prisoner in chains begging.,,,,,
0001133-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12540,,,,,,,,,1133,1133,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Giovane nudo che siede in profilo verso destra, appoggiandosi sulla mano destra ed additando con l'altra il cielo; in basso, un bambino che accarezza un agnellino",,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,,,1133,1133,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Nude youth seated in profile, resting on his right hand. Below, a child fondling a lamb.",,Perhaps both studies for the Baptist at different ages. The nude youth not impossibly a first idea for the unfinished so-called Bacchus in the Louvre which was really meant to be a Baptist.,,1133,1133,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"A nude Youth seated, resting on his right hand. Below, a Child fondling a lamb.",,,,,
0001134-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12580,,,,,,,,,1134,1134,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Attore in atteggiamento tragico,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,1134,1134,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Actor in tragic attitude.,,Same date as my 1125.,,1134,1134,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,An Actor in tragic attitude.,,,,,
0001135-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12502,,,,,,,,,1135,1135,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Testa di vecchio dai capelli arruffati, vista frontalmente; in basso testa di leone",,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,Il volto del vecchio è ritoccato.,,1135,1135,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Shaggy-haired old man. Below, sketch for lion's head.",,The man's face retouched.,,1135,1135,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,A shaggy-haired Old Man with a Lion.,,,,,
0001136-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12583.A,,,,,,,,,1136,1136,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,San Sebastiano con le braccia legate attorno ad una colonna,,,ink,http://vocab.getty.edu/aat/300015012,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,1136,1136,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"St. Sebastian, with his arms twisted around the column to which he is bound.",,Late like the other drawings of this subject. Cf. my 1010E and 1022. Must have inspired his Milanese followers.,,1136,1136,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"St. Sebastian, with his arm twisted around the column to which it is bound.",,,,,
0001137-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12582,,,,,,,,,1137,1137,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Caricatura di un vecchio camuso, in profilo a destra, con i lunghi capelli al vento ed un tonacone fino ai piedi",,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,,,1137,1137,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Caricature of old man, with hair erect, in long coat, standing in profile to right.",,Second milanese period.,,1137,1137,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Caricature of an Old Man, with hair erect, in long coat, standing in profile to right.",,,,Only one star but no item in BB1938.,
001137A-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12588,,,,,,,,,1137 A,1137A,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Profilo virile a destra, con elmo dalla visiera rialzata",,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,,,1137 A,1137A,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Profile to right wearing lifted helmet.,,Two larger profiles to right both wearing lifted helmets.,,,,,,,,,,,,
01137A1-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12590,,,,,,,,,1137 A-1,1137A-1,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Due profili virili a destra, ambedue con elmi dalla visiera rialzata",,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001137B-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12704,,,,,,,,,1137 B,1137B,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Gruppo di figurine in piedi,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,Del primo periodo milanese (1482-99).,,1137 B,1137B,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Group of tiny figures belonging to Leonardo's first Milanese period.,,,,,,,,,,,,,,
0001138-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12705,,,,,,,,,1138,1138,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Piccola figura drappeggiata, vista da tergo e studio di un'ampia manica destra",,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,,,1138,1138,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Small draped figure seen from behind and study for a right sleeve of a draped figure.,,,,1138,1138,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"A small draped figure, seen from behind.",,,,,
001138A-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12706,,,,,,,,,1138 A,1138A,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Una Ninfa, un lupo, un putto in corsa, un sacco, due macchine e una lunga frase cancellata",,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,"Contemporaneo al disegno precedente, BB n. 1138.",,1138 A,1138A,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Various pen scribbles: a nymph, a wolf, two machines, etc. etc. Some writing according to Clark not by Leonardo.",,,,,,,,,,,,,,
001138B-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12707,,,,,,,,,1138 B,1138B,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Tre figure, due stanti, una genuflessa",Linee di scrittura.,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,,,1138 B,1138B,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Three tiny figures, two standing, one kneeling.",Some lines of writing on the verso.,,,,,,,,,,,,,
001138C-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12712.12725,,,,,,,,,1138 C,1138C,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Ritagli con nudi, due profili di cani, un putto, scritte, macchine",,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,"Tutti autografi, discussi e datati da Cark.",,1138 C,1138C,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Series of pen-sketches, all autograph and discussed and dated by Clark.",,,,,,,,,,,,,,
0001139-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12519,,,,,,,,,1139,1139,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Busto di fanciullo in profilo a sinistra,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,Ha forma di placchetta e può essere uno studio per il Bambino Gesù nella «Vergine delle Rocce» (Louvre n. 1599) (1483-85).,,1139,1139,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Plaquette-like bust of child in profile to Ieft - study, perhaps, for the Infant in the Virgin of the Rooks, but turned the other way.",,,,1139,1139,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Bust of a Child in profile to left-study, perhaps, for the Infant in the ""Vierge aux Rochers,"" but turned the other way.",,,,,
0001140-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12548,,,,,,,,,1140,1140,493,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Profilo a destra di uomo anziano,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,1140,1140,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Study for head, perhaps of Matthew, in the Last Supper.",,Regarded now generally as a sketch for Bartholomew.,,1140,1140,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Study for the head, perhaps of Matthew, in the Last Supper.",,,,,
0001141-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12551,,,,,,,,,1141,1141,486,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Testa di giovinetto quasi in profilo verso destra,,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,Studio per San Filippo nella «Ultima Cena» del 1495-7.,,1141,1141,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Study for head of Philip in same.,,,,1141,1141,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Study for the head of Philip in the same (No. 27).,,,,,
0001142-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12547,,,,,,,,,1142,1142,490,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Busto di uomo grifagno in profilo a destra,,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,Studio per Giuda nella «Ultima Cena» del 1495-7.,,1142,1142,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Study for Judas in same. Slightly retouched.,,,,1142,1142,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Study for the Judas in the same. Unhappily re-touched.,,,,,
0001143-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12555,,,,,,,,,1143,1143,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Poderosa testa in profilo a destra,"La testa del recto ricalcata attraverso il foglio e munita di una barbetta e, di fronte ad essa a sinistra, un profilo grottesco.",,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,"il Richter vi riconobbe, credo correttamente, uno studio per il Giuda, probabilmente uno dei primissimi studi di Leonardo per l'«Ultima Cena» del 1495-7.",,1143,1143,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Powerful head in profile to right indicated by Dr. Richter, and I believe correctly, as a study for the Judas, probably !rom the very earliest phase of Leonardo's studies for the fresco.",The same head traced through and given a short beard; on the I. half a small grotesque head.,,,1143,1143,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"The head of a Criminal, indicated by Dr. Richter - and, I believe correctly - as a study for the Judas.",,,,,
0001144-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12553,,,,,,,,,1144,1144,492,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Profilo a destra di uomo ricciuto con la barba corta,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"Studio dall'antico, forse ispirato dal busto di Lucio Vero, per il San Matteo nella «Ultima Cena» del 1495-7.",,1144,1144,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Study from antique for Matthew in the Last Supper perhaps inspired by the busts of Lucius Verus.,,,,1144,1144,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Study from the antique for the Matthew in the Last Supper.,,,,,
0001145-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12544,,,,,,,,,1145,1145,491,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Profilo a destra di giovane ricciuto (la riproduzione è invertita),,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,"Altro studio dall'antico, probabilmente per il San Matteo nella «Ultima Cena» del 1495-7.",,1145,1145,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Another study from antique, probably for last figure on Ieft in same composition.",,,,1145,1145,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Another study from the antique, probably for the last figure on the left in the same composition.",,,,,
0001146-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12598,,,,,,,,,1146,1146,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Torso nudo di uomo anziano in profilo a sinistra,,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,1146,1146,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Nude torso of elderly man in profile to Ieft.,,Perhaps from the same model as my 1142.,,1146,1146,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Nude bust of Elderly Man in profile to left (No. 10).,,,,,
